,Controller,Reason,Date,Time,Corr,RPM,Pwr,TotRun,Q,PF,LChr,Gfrq,Vg1,Vg2,Vg3,Vg12,Vg23,Vg31,Ig1,Ig2,Ig3,Bfrq,Vb1,Vb2,Vb3,Vb12,Vb23,Vb31,FC,FMI,OC,SRO,VRO,UBat,CPUT,D+,OilP,Wtmp,Flev,BIN,BOUT,Mode,Erpm,Eflr,Eclt,Eint,Eoil,Einp,Eld,EA8,EA9,EA10,EA11,EA12,EA13,EBI1,EBI2,EBO1,GL16,DEFl,Soot,kWhour,EA14,EA15,EA16,EBO2,Reg16,CAN16
-325,C06 - SGB 1601,Time stamp,44551,1:09:00.0,0,1499,475,3013,338,0.81,L,50,240,240,240,416,415,418,922,800,780,50,240,240,241,419,417,419,0,0,0,0.256,52.4,28.3,53.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1497,120.8,88,57,3.04,1.88,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-326,C06 - SGB 1601,Time stamp,44551,1:08:00.3,0,1497,457,2752,303,0.83,L,50,241,240,241,416,416,419,834,739,703,50,240,240,241,419,417,419,0,0,0,0.058,52.7,28.3,53.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1496,117,88,56,3.04,1.8,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-327,C04 - SGC 1615,Time stamp,44551,1:08:00.3,0,1499,500,2752,308,0.85,L,50,240,240,240,416,415,416,841,806,768,50,240,239,239,417,416,417,0,0,0,-0.006,47.5,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1498,120.3,78,34,4.08,1.34,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-328,C01 - SGB 1603,Time stamp,44551,1:08:00.3,0,1498,403,2730,266,0.84,L,49.9,240,240,240,415,414,416,697,646,690,49.9,239,239,240,417,416,417,0,0,0,0.104,54.4,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,111.6,89,51,3.76,1.3,78,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-329,C07 - SGJ-1500,Time stamp,44551,1:08:00.2,0,1501,400,2738,253,0.85,L,50,241,240,240,416,415,417,647,673,645,50,241,239,239,418,417,418,0,0,0,0.086,54.5,28.1,45.4,28.4,,,,01100001 0000,01010001 0010,AUT,1500,99.3,87,41,4.08,1.44,71,38,#####,#####,27.4,,,11110000,,0,10111110 00000000,,,,,,,,,
-330,C03 - SGC 1618,Time stamp,44551,1:08:00.2,0,1499,492,2735,310,0.85,L,50,240,239,239,415,414,415,842,813,787,50,239,240,239,416,415,416,0,0,0,-0.008,47.5,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1499,117.4,78,33,4.32,1.36,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2896329,,,,,,
-331,C05 - SGC1616,Time stamp,44551,1:08:00.0,0,1496,501,2761,330,0.84,L,49.9,239,239,239,414,413,415,882,820,807,49.9,239,239,238,416,415,416,0,0,0,0.032,49.7,27.1,44.4,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1497,119.5,79,38,4.16,1.36,#####,,,,,,,10111100,,11100,10111110 00000000,,,2823271,,,,,,
-332,C04 - SGC 1615,Time stamp,44551,1:07:00.3,0,1494,465,2566,292,0.85,L,49.8,239,239,239,415,413,415,778,749,717,49.8,239,239,239,416,416,416,0,0,0,-0.006,47.1,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1494,109.7,78,33,4.04,1.22,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-333,C06 - SGB 1601,Time stamp,44551,1:07:00.2,0,1497,428,2544,290,0.83,L,49.8,240,239,240,415,415,417,795,704,678,49.8,240,239,240,418,416,419,0,0,0,-0.136,52.7,28.3,53.2,28.2,#####,#####,48,10010000 0100,01001100 0011,AUT,1493,111.3,88,56,3.04,1.6,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-334,C01 - SGB 1603,Time stamp,44551,1:07:00.2,0,1499,373,2484,245,0.84,L,49.9,240,240,240,415,414,416,647,594,637,49.9,239,240,240,417,416,417,0,0,0,0.14,54.5,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,99.9,89,50,3.76,1.14,70,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-335,C07 - SGJ-1500,Time stamp,44551,1:07:00.1,0,1498,362,2516,230,0.85,L,49.9,240,240,240,415,415,416,585,618,588,49.9,240,239,239,417,417,417,0,0,0,0.132,54.6,28.1,45.4,28.4,,,,01100001 0000,01010001 0010,AUT,1496,89.1,87,41,4.08,1.24,66,38,#####,#####,27.4,,,11110000,,0,10111110 00000000,,,,,,,,,
-336,C03 - SGC 1618,Time stamp,44551,1:07:00.1,0,1498,460,2508,300,0.84,L,49.9,239,239,239,413,414,415,814,778,751,49.9,239,239,239,415,415,416,0,0,0,-0.01,47.2,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1497,110.5,78,33,4.36,1.26,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2896321,,,,,,
-337,C05 - SGC1616,Time stamp,44551,1:07:00.0,0,1497,434,2506,319,0.81,L,49.9,239,239,239,414,414,415,788,749,733,49.9,239,239,239,416,415,416,0,0,0,0.016,49.7,27.1,44.4,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1497,106.5,79,38,4.2,1.24,#####,,,,,,,10111100,,11100,10111110 00000000,,,2823263,,,,,,
-338,C05 - SGC1616,Time stamp,44551,1:06:00.3,0,1500,457,2564,303,0.83,L,50,239,240,239,414,414,416,783,730,720,50,239,240,239,417,415,416,0,0,0,-0.004,49.8,27.1,44.4,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1499,109.3,80,38,4.2,1.3,#####,,,,,,,10111100,,11100,10111110 00000000,,,2823255,,,,,,
-339,C06 - SGB 1601,Time stamp,44551,1:06:00.2,0,1498,447,2553,273,0.85,L,50,240,240,240,416,415,418,800,708,686,50,241,239,240,419,417,419,0,0,0,-0.006,52.7,28.3,53.2,28.2,#####,#####,46,10010000 0100,01001100 0011,AUT,1502,114.9,88,56,3.04,1.74,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-340,C04 - SGC 1615,Time stamp,44551,1:06:00.2,0,1500,463,2549,311,0.83,L,50,240,240,240,416,414,416,831,792,758,50,240,239,239,417,416,417,0,0,0,0.038,46.9,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,109,79,33,4.04,1.26,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-341,C01 - SGB 1603,Time stamp,44551,1:06:00.1,0,1504,365,2530,245,0.83,L,50,240,240,240,415,415,416,650,600,638,50,239,240,240,418,417,417,0,0,0,0.08,54.3,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1503,97.6,89,50,3.8,1.2,70,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-342,C07 - SGJ-1500,Time stamp,44551,1:06:00.0,0,1501,367,2550,241,0.84,L,50,240,240,240,415,415,416,600,622,600,50,241,239,239,417,417,418,0,0,0,0.08,54.4,27.9,45.4,28.2,,,,01100001 0000,01010001 0010,AUT,1502,87.4,87,41,4.08,1.38,65,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-343,C03 - SGC 1618,Time stamp,44551,1:06:00.0,0,1502,455,2533,317,0.82,L,50.1,240,239,239,414,414,415,822,789,759,50.1,239,239,239,416,415,417,0,0,0,0.01,47.3,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1502,107.8,78,33,4.32,1.32,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2896313,,,,,,
-344,C05 - SGC1616,Time stamp,44551,1:05:00.2,0,1500,440,2442,276,0.85,L,50,239,240,239,414,413,416,760,725,704,50,240,240,239,417,416,416,0,0,0,-0.008,50.2,27.1,44.4,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1500,104.3,80,39,4.2,1.28,#####,,,,,,,10111100,,11100,10111110 00000000,,,2823248,,,,,,
-345,C06 - SGB 1601,Time stamp,44551,1:05:00.1,0,1502,441,2426,262,0.86,L,50.1,241,240,241,417,416,419,792,688,670,50.1,240,240,241,419,418,420,0,0,0,-0.098,52.8,28.3,53.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1502,113.2,88,57,3.04,1.74,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-346,C04 - SGC 1615,Time stamp,44551,1:05:00.1,0,1501,436,2430,322,0.81,L,50.1,240,240,240,417,415,417,791,749,717,50.1,240,239,239,417,417,417,0,0,0,0.01,46.6,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1503,104.4,79,34,4.12,1.24,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-347,C07 - SGJ-1500,Time stamp,44551,1:05:00.0,0,1500,334,2433,250,0.8,L,50.1,241,240,240,416,415,417,560,591,571,50.1,241,239,239,418,417,418,0,0,0,0.106,54.3,28.2,45.4,28.3,,,,01100001 0000,01010001 0010,AUT,1502,82.3,87,41,4,1.3,62,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-348,C03 - SGC 1618,Time stamp,44551,1:05:00.0,0,1502,433,2433,324,0.8,L,50.1,240,239,239,415,414,415,791,760,724,50.1,239,240,239,417,416,417,0,0,0,0.02,47.1,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1502,103.1,78,33,4.32,1.28,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2896305,,,,,,
-349,C01 - SGB 1603,Time stamp,44551,1:05:00.0,0,1504,347,2460,236,0.83,L,50.1,240,240,239,415,415,415,597,552,594,50.1,239,240,240,417,417,417,0,0,0,0.118,54.4,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,90.6,89,50,3.72,1.14,66,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-350,C06 - SGB 1601,Time stamp,44551,1:04:00.3,0,1500,456,2867,327,0.81,L,50,241,240,241,416,415,418,885,769,740,50,240,239,241,419,417,419,0,0,0,0.142,52.4,28.3,53.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1499,117.2,88,57,3,1.78,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-351,C01 - SGB 1603,Time stamp,44551,1:04:00.3,0,1500,444,2873,282,0.84,L,50,240,240,239,415,414,416,765,707,750,50,239,240,240,417,416,417,0,0,0,-0.04,54,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,119.4,89,50,3.76,1.6,84,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-352,C07 - SGJ-1500,Time stamp,44551,1:04:00.2,0,1501,445,2874,267,0.86,L,50,241,240,240,416,415,417,716,740,727,50,241,239,239,417,417,418,0,0,0,0.06,54.8,27.9,45.4,28.2,,,,01100001 0000,01010001 0010,AUT,1501,108.4,87,41,4.04,1.68,77,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-353,C03 - SGC 1618,Time stamp,44551,1:04:00.2,0,1502,506,2867,319,0.85,L,50,240,239,239,414,413,415,867,845,809,50,239,239,239,416,415,416,0,0,0,0.038,47.5,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1500,120.1,78,33,4.36,1.44,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2896297,,,,,,
-354,C05 - SGC1616,Time stamp,44551,1:04:00.1,0,1500,515,2874,339,0.84,L,50,240,240,239,415,414,416,897,854,840,50,240,240,239,417,416,417,0,0,0,0.01,49.4,27.1,44.4,0.4,#####,#####,#####,10100000 0000,10010001 0111,AUT,1500,125,80,39,4.12,1.46,#####,,,,,,,10111100,,11100,10111110 00000000,,,2823240,,,,,,
-355,C04 - SGC 1615,Time stamp,44551,1:04:00.0,0,1499,508,2885,321,0.85,L,50,240,239,240,416,414,416,879,832,795,50,240,239,239,416,416,416,0,0,0,0.032,47.8,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1498,121.5,79,34,3.92,1.4,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-356,C06 - SGB 1601,Time stamp,44551,1:03:00.3,0,1493,469,2944,327,0.82,L,49.9,241,240,241,417,415,418,866,768,730,49.9,240,240,241,419,417,419,0,0,0,0.13,52.5,28.3,53.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1495,120.4,88,58,3,1.9,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-357,C04 - SGC 1615,Time stamp,44551,1:03:00.3,0,1496,527,2951,320,0.85,L,49.9,240,239,240,416,414,416,899,858,817,49.9,240,239,239,416,416,416,0,0,0,0.016,47.8,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,126,79,34,3.92,1.4,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-358,C03 - SGC 1618,Time stamp,44551,1:03:00.2,0,1495,537,2938,315,0.86,L,49.9,239,238,238,413,413,414,905,876,850,49.9,238,239,238,415,414,415,0,0,0,0.01,47.6,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1496,125.3,78,33,4.28,1.46,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2896289,,,,,,
-359,C01 - SGB 1603,Time stamp,44551,1:03:00.2,0,1498,442,2948,287,0.84,L,49.9,240,240,239,415,414,415,764,705,752,49.9,239,239,240,416,416,416,0,0,0,0.06,54.2,27.9,47.3,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1497,119,89,51,3.68,1.46,84,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-360,C07 - SGJ-1500,Time stamp,44551,1:03:00.1,0,1498,438,2931,270,0.85,L,49.9,241,240,239,415,414,416,712,757,734,49.9,241,239,239,417,416,417,0,0,0,0.066,54.6,27.9,45.4,28.1,,,,01100001 0000,01010001 0010,AUT,1499,108.8,87,42,4,1.6,77,38,#####,#####,27.3,,,11110000,,0,10111110 00000000,,,,,,,,,
-361,C05 - SGC1616,Time stamp,44551,1:03:00.0,0,1497,522,2924,368,0.82,L,49.9,239,239,239,414,413,415,945,900,866,49.9,239,240,239,417,415,416,0,0,0,0.012,49.3,27.1,44.4,0.2,#####,#####,#####,10100000 0000,10010001 0111,AUT,1497,124.6,80,39,4.16,1.44,#####,,,,,,,10111100,,11100,10111110 00000000,,,2823231,,,,,,
-362,C05 - SGC1616,Time stamp,44551,1:02:00.3,0,1496,490,2715,331,0.83,L,50,239,240,239,414,414,416,872,812,787,50,240,239,239,417,416,417,0,0,0,-0.014,49.7,27.1,44.4,0.2,#####,#####,#####,10100000 0000,10010001 0111,AUT,1499,118.8,80,39,4.16,1.36,#####,,,,,,,10111100,,11100,10111110 00000000,,,2823223,,,,,,
-363,C04 - SGC 1615,Time stamp,44551,1:02:00.3,0,1498,494,2719,323,0.84,L,50,240,240,240,416,415,416,853,811,781,50,240,239,239,417,417,417,0,0,0,-0.006,47,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,117.8,79,34,4.04,1.34,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-364,C01 - SGB 1603,Time stamp,44551,1:02:00.2,0,1500,389,2708,260,0.83,L,49.9,240,240,239,415,414,416,679,626,668,49.9,240,240,240,417,417,417,0,0,0,0.15,54.5,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,108,90,52,3.76,1.22,76,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-365,C07 - SGJ-1500,Time stamp,44551,1:02:00.1,0,1497,383,2707,258,0.83,L,49.9,241,240,240,416,415,417,630,668,629,49.9,241,239,239,418,417,418,0,0,0,0.106,54.4,27.8,45.4,28.1,,,,01100001 0000,01010001 0010,AUT,1496,93.8,87,42,4.04,1.36,68,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-366,C06 - SGB 1601,Time stamp,44551,1:02:00.1,0,1498,468,2707,291,0.85,L,49.9,241,240,240,416,415,418,846,738,706,49.9,240,240,241,419,418,419,0,0,0,-0.122,52.8,28.3,53.2,28.2,#####,#####,45,10010000 0100,01001100 0011,AUT,1500,119.9,88,57,3.04,1.92,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-367,C03 - SGC 1618,Time stamp,44551,1:02:00.1,0,1497,484,2713,332,0.82,L,49.9,240,239,239,414,414,415,854,813,784,49.9,239,239,239,416,415,417,0,0,0,0.002,47,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1497,115.3,78,33,4.36,1.38,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2896281,,,,,,
-368,C07 - SGJ-1500,Time stamp,44551,1:01:00.3,0,1496,418,2934,278,0.83,L,49.9,240,240,240,415,414,416,688,729,700,49.9,240,239,239,416,416,417,0,0,0,0.104,54.6,28.2,45.4,28.4,,,,01100001 0000,01010001 0010,AUT,1495,104.4,87,42,4.04,1.5,71,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-369,C05 - SGC1616,Time stamp,44551,1:01:00.2,0,1496,525,2900,353,0.83,L,49.9,239,240,239,414,414,415,947,893,864,49.9,239,239,239,416,415,416,0,0,0,-0.002,49.6,27.1,44.4,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1496,126,80,39,4.16,1.42,#####,,,,,,,10111100,,11100,10111110 00000000,,,2823215,,,,,,
-370,C04 - SGC 1615,Time stamp,44551,1:01:00.2,0,1496,529,2898,327,0.85,L,49.9,240,239,240,416,414,416,902,857,832,49.9,240,239,239,416,416,417,0,0,0,-0.006,47.3,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,125,79,34,3.92,1.38,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-371,C06 - SGB 1601,Time stamp,44551,1:01:00.1,0,1494,490,2900,307,0.85,L,49.9,240,240,240,416,415,418,889,783,752,49.9,240,239,241,418,417,419,0,0,0,-0.006,52.7,28.3,53.2,28.2,#####,#####,46,10010000 0100,01001100 0011,AUT,1494,124.8,88,58,3.04,2.08,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-372,C03 - SGC 1618,Time stamp,44551,1:01:00.1,0,1494,528,2898,334,0.85,L,49.9,239,238,238,413,413,414,915,879,835,49.9,238,239,238,415,414,416,0,0,0,0.004,47.3,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1497,122.1,78,33,4.28,1.44,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2896272,,,,,,
-373,C01 - SGB 1603,Time stamp,44551,1:01:00.1,0,1496,416,2898,273,0.84,L,49.9,240,240,239,414,414,415,721,659,702,49.9,239,239,239,416,415,416,0,0,0,0.13,54.4,27.9,47.8,28,#####,#####,#####,10010001 0100,01001100 0011,AUT,1497,112.2,89,52,3.68,1.34,78,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-374,C07 - SGJ-1500,Time stamp,44551,1:00:00.3,0,1499,512,3214,292,0.87,L,49.9,240,239,239,415,413,416,808,850,829,49.9,240,239,239,417,416,417,0,0,0,0.046,54.9,28,45.4,28.2,,,,01100001 0000,01010001 0010,AUT,1501,125,87,42,4,1.98,86,38,#####,#####,27.4,,,11110000,,0,10111110 00000000,,,,,,,,,
-375,C03 - SGC 1618,Time stamp,44551,1:00:00.3,0,1499,569,3201,332,0.86,L,49.9,239,238,238,413,413,414,987,953,916,49.9,239,239,238,415,414,416,0,0,0,0.056,47.8,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1499,134.1,78,33,4.32,1.62,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2896263,,,,,,
-376,C05 - SGC1616,Time stamp,44551,1:00:00.2,0,1499,570,3201,391,0.82,L,50,239,240,239,415,414,415,988,946,911,50,239,240,239,417,415,416,0,0,0,0.022,49.1,27.1,44.4,0.5,#####,#####,#####,10100000 0000,10010001 0111,AUT,1498,136,80,39,4.12,1.6,#####,,,,,,,10111100,,11100,10111110 00000000,,,2823206,,,,,,
-377,C06 - SGB 1601,Time stamp,44551,1:00:00.1,0,1496,483,3218,363,0.8,L,49.9,240,240,240,416,415,418,936,805,780,49.9,240,239,241,419,417,419,0,0,0,0.28,52.3,28.3,53.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1495,124.5,88,58,3,2.02,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-378,C04 - SGC 1615,Time stamp,44551,1:00:00.1,0,1496,577,3215,334,0.87,L,49.9,240,239,239,416,413,415,985,931,896,49.9,239,239,238,416,416,416,0,0,0,0.024,48.4,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,136.5,79,34,3.96,1.54,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-379,C01 - SGB 1603,Time stamp,44551,1:00:00.0,0,1497,500,3201,313,0.85,L,49.9,240,240,240,415,415,416,862,793,847,49.9,239,240,240,417,417,417,0,0,0,-0.04,53.8,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,135.5,89,52,3.72,1.84,93,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-380,C06 - SGB 1601,Time stamp,44551,0:59:00.3,0,1500,489,2867,312,0.84,L,50,240,240,241,416,416,419,886,782,757,50,241,239,241,419,417,420,0,0,0,-0.01,52.8,28.3,53.2,28.2,#####,#####,45,10010000 0100,01001100 0011,AUT,1500,124.9,88,58,3.04,2.08,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-381,C01 - SGB 1603,Time stamp,44551,0:59:00.3,0,1498,424,2878,276,0.84,L,49.9,240,240,239,414,414,415,721,674,711,49.9,239,239,239,417,416,418,0,0,0,0.124,54.5,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1496,116,89,51,3.68,1.38,80,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-382,C07 - SGJ-1500,Time stamp,44551,0:59:00.2,0,1500,408,2864,260,0.84,L,49.9,240,240,239,415,414,416,664,692,674,49.9,240,239,239,417,417,417,0,0,0,0.122,54.7,27.9,45.4,28.1,,,,01100001 0000,01010001 0010,AUT,1499,100.1,87,42,4,1.5,72,38,#####,#####,27.6,,,11110000,,0,10111110 00000000,,,,,,,,,
-383,C03 - SGC 1618,Time stamp,44551,0:59:00.2,0,1498,511,2854,337,0.84,L,49.9,239,239,238,413,413,414,893,868,835,49.9,239,239,239,415,415,416,0,0,0,-0.008,47.2,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1498,119.8,78,33,4.4,1.42,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2896255,,,,,,
-384,C05 - SGC1616,Time stamp,44551,0:59:00.1,0,1497,524,2853,338,0.84,L,49.9,239,240,239,414,413,416,914,858,823,49.9,239,239,239,416,415,416,0,0,0,0.002,49.8,27.1,44.4,0.2,#####,#####,#####,10100000 0000,10010001 0111,AUT,1497,126,80,39,4.2,1.42,#####,,,,,,,10111100,,11100,10111110 00000000,,,2823197,,,,,,
-385,C04 - SGC 1615,Time stamp,44551,0:59:00.0,0,1497,506,2846,330,0.84,L,49.9,240,239,240,416,414,416,892,842,800,49.9,240,239,239,417,416,417,0,0,0,0.02,47.1,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1496,120.9,79,34,4,1.36,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-386,C06 - SGB 1601,Time stamp,44551,0:58:00.3,0,1503,452,2481,268,0.86,L,50.1,241,240,241,416,416,419,801,699,679,50.1,241,240,241,419,418,420,0,0,0,-0.136,52.8,28.3,53.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1501,115.5,88,56,3.04,1.78,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-387,C04 - SGC 1615,Time stamp,44551,0:58:00.3,0,1503,447,2480,312,0.82,L,50.1,240,240,240,417,415,417,801,761,725,50.1,240,239,239,417,417,417,0,0,0,0.01,46.7,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,107.2,79,33,4.08,1.22,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-388,C03 - SGC 1618,Time stamp,44551,0:58:00.2,0,1502,441,2483,320,0.81,L,50.1,240,239,239,415,414,416,793,766,738,50.1,239,240,239,416,416,417,0,0,0,0.002,47.1,27.4,41.4,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1502,104.5,78,33,4.4,1.3,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2896246,,,,,,
-389,C01 - SGB 1603,Time stamp,44551,0:58:00.2,0,1502,352,2485,237,0.83,L,50.1,241,240,240,416,415,417,602,561,596,50.1,240,240,240,418,417,417,0,0,0,0.158,54.5,27.9,47.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1502,94.6,89,50,3.76,1.12,68,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-390,C07 - SGJ-1500,Time stamp,44551,0:58:00.1,0,1502,342,2489,242,0.82,L,50.1,241,240,240,416,415,417,569,595,569,50.1,241,239,239,418,417,418,0,0,0,0.108,54.4,27.8,45.4,28.1,,,,01100001 0000,01010001 0010,AUT,1501,83.8,87,41,4.04,1.28,61,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-391,C05 - SGC1616,Time stamp,44551,0:58:00.0,0,1503,446,2493,283,0.85,L,50.1,240,240,239,414,414,416,767,735,708,50.1,240,239,239,417,416,417,0,0,0,0.002,50.2,27.1,44.4,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1501,107.3,80,38,4.2,1.3,#####,,,,,,,10111100,,11100,10111110 00000000,,,2823189,,,,,,
-392,C05 - SGC1616,Time stamp,44551,0:57:00.3,0,1499,464,2583,305,0.84,L,50,239,240,239,414,414,416,805,759,728,50,239,239,239,416,416,416,0,0,0,-0.004,49.8,27.1,44.4,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1500,112,80,38,4.2,1.28,#####,,,,,,,10111100,,11100,10111110 00000000,,,2823181,,,,,,
-393,C04 - SGC 1615,Time stamp,44551,0:57:00.3,0,1499,457,2583,309,0.83,L,50,240,240,240,416,415,416,798,759,729,50,240,239,239,416,417,417,0,0,0,0.046,47.2,27.4,36.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,110.1,79,33,4.04,1.26,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
