,Controller,Reason,Date,Time,Corr,RPM,Pwr,TotRun,Q,PF,LChr,Gfrq,Vg1,Vg2,Vg3,Vg12,Vg23,Vg31,Ig1,Ig2,Ig3,Bfrq,Vb1,Vb2,Vb3,Vb12,Vb23,Vb31,FC,FMI,OC,SRO,VRO,UBat,CPUT,D+,OilP,Wtmp,Flev,BIN,BOUT,Mode,Erpm,Eflr,Eclt,Eint,Eoil,Einp,Eld,EA8,EA9,EA10,EA11,EA12,EA13,EBI1,EBI2,EBO1,GL16,DEFl,Soot,kWhour,EA14,EA15,EA16,EBO2,VPI1,Reg16,CAN16
-572,C01 - SGB 1603,Time stamp,44409,15:45:00.3,0,1502,311,1713,349,0.66,L,50,239,239,239,414,414,415,672,617,664,50,239,239,239,416,416,416,0,0,0,0.09,50.3,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,80,90,55,3.96,0.86,59,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-573,C05 - SGP 1309,Time stamp,44409,15:45:00.1,0,1499,231,,257,0.67,L,50.1,247,247,245,427,425,426,456,466,453,50.1,248,246,246,430,429,429,0,0,0,0.082,69.8,28.2,64.9,26.9,#####,#####,#####,00000000 0011,10010010 0001,AUT,1501,54.8,87,55,4.52,0.6,46,51,#####,#####,27.6,#####,#####,11110000,0,0,,51,276,,#####,#####,#####,0,0,,
-574,C03 - SGC 1618,Time stamp,44409,15:45:00.1,0,1503,387,1682,416,0.68,L,50,244,243,244,422,422,424,841,791,757,50,244,244,244,424,423,426,0,0,0,0.016,56.4,27.3,59.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1502,95.1,84,49,3.92,1.06,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991943,,,,,,,
-575,C05 - SGP 1309,Time stamp,44409,15:44:00.4,0,1502,252,,268,0.68,L,50,246,247,244,426,424,425,504,512,496,50,247,246,246,429,429,428,0,0,0,0.066,69.5,28,64.9,27,#####,#####,#####,00000000 0011,10010010 0001,AUT,1501,58.6,87,54,4.36,0.72,46,51,#####,#####,27.3,#####,#####,11110000,0,0,,51,273,,#####,#####,#####,0,0,,
-576,C04 - SGC 1615,Time stamp,44409,15:44:00.3,0,1505,405,1765,418,0.69,L,50.1,244,243,244,422,421,422,843,837,817,50.1,244,243,243,423,424,423,0,0,0,0.008,54.5,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1503,99.4,87,51,4.2,1.1,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-577,C01 - SGB 1603,Time stamp,44409,15:44:00.3,0,1502,347,1821,368,0.68,L,50.1,239,240,239,414,414,415,723,666,711,50.1,239,239,240,416,416,416,0,0,0,0.052,50.3,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,88.1,90,54,4.08,1.04,65,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-578,C06 - SGB 1601,Time stamp,44409,15:44:00.2,0,1502,380,1753,375,0.71,L,50.1,247,246,246,427,426,428,733,721,748,50.1,247,246,246,430,428,429,0,0,0,0.044,59.6,28.2,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1504,102.9,90,58,3.2,1.32,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-579,C03 - SGC 1618,Time stamp,44409,15:44:00.0,0,1501,401,1788,414,0.7,L,50.1,244,244,244,422,422,423,818,776,741,50.1,244,244,243,424,423,425,0,0,0,0.026,56.3,27.3,59.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1503,98.4,84,49,3.92,1.12,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991937,,,,,,,
-580,C05 - SGP 1309,Time stamp,44409,15:43:00.3,0,1498,230,,219,0.72,L,49.9,245,246,244,424,424,425,448,460,443,49.9,247,245,245,428,427,428,0,0,0,0.072,69.5,28.1,64.9,26.9,#####,#####,#####,00000000 0011,10010010 0001,AUT,1498,55,87,54,4.32,0.6,43,51,#####,#####,27.4,#####,#####,11110000,0,0,,51,274,,#####,#####,#####,0,0,,
-581,C03 - SGC 1618,Time stamp,44409,15:43:00.3,0,1497,361,1603,381,0.69,L,49.9,244,242,243,420,419,422,771,722,696,49.9,243,243,242,422,422,424,0,0,0,0.018,55.7,27.3,59.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1497,90.9,84,49,3.96,0.94,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991930,,,,,,,
-582,C06 - SGB 1601,Time stamp,44409,15:43:00.2,0,1500,346,1596,344,0.71,L,49.9,246,245,245,426,425,427,665,660,675,49.9,246,245,246,429,427,429,0,0,0,-0.024,59.8,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1497,96.5,89,58,3.24,1.1,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-583,C04 - SGC 1615,Time stamp,44409,15:43:00.2,0,1500,367,1578,376,0.7,L,50,243,243,243,422,421,421,757,751,725,50,243,242,243,422,423,423,0,0,0,-0.006,53.8,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,91,87,51,4.24,0.94,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-584,C01 - SGB 1603,Time stamp,44409,15:43:00.2,0,1502,298,1593,315,0.69,L,50,240,240,240,414,415,415,618,567,608,50,239,239,240,416,416,416,0,0,0,0.074,50.4,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,73.6,90,54,4.28,0.8,56,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-585,C03 - SGC 1618,Time stamp,44409,15:42:00.3,0,1501,396,1727,401,0.7,L,50,244,243,243,421,421,422,831,778,743,50,243,243,243,422,422,424,0,0,0,0.018,56,27.3,59.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1500,97,84,49,3.96,1.1,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991924,,,,,,,
-586,C05 - SGP 1309,Time stamp,44409,15:42:00.2,0,1500,251,,229,0.74,L,50,246,246,244,425,424,425,473,476,460,50,247,246,246,429,428,428,0,0,0,-0.006,69.8,27.9,65.4,26.9,#####,#####,#####,00000000 0011,10010010 0001,AUT,1501,60.9,87,55,4.24,0.7,48,51,#####,#####,27.6,#####,#####,11110000,0,0,,51,276,,#####,#####,#####,0,0,,
-587,C06 - SGB 1601,Time stamp,44409,15:42:00.1,0,1499,364,1738,378,0.69,L,50,246,246,246,426,426,427,697,690,707,50,246,245,246,428,428,429,0,0,0,0.128,59.8,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,101,89,58,3.24,1.2,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-588,C04 - SGC 1615,Time stamp,44409,15:42:00.1,0,1501,389,1717,399,0.7,L,50,244,243,244,422,421,423,795,781,762,50,243,243,243,423,423,423,0,0,0,0.006,54.2,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1503,98.8,87,51,4.16,1.06,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-589,C01 - SGB 1603,Time stamp,44409,15:42:00.1,0,1499,327,1729,343,0.69,L,50,239,239,239,414,414,414,691,633,678,50,238,239,239,416,416,415,0,0,0,0.064,50.3,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,82.8,90,54,4.32,0.92,62,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-590,C05 - SGP 1309,Time stamp,44409,15:41:00.2,0,1496,246,,263,0.68,L,49.9,246,247,244,426,424,425,491,497,483,49.9,247,246,245,428,428,428,0,0,0,0.058,69.3,27.9,64.9,26.7,#####,#####,#####,00000000 0011,10010010 0001,AUT,1497,60.7,88,55,4.48,0.66,47,51,#####,#####,27.5,#####,#####,11110000,0,0,,51,275,,#####,#####,#####,0,0,,
-591,C03 - SGC 1618,Time stamp,44409,15:41:00.2,0,1496,406,1754,400,0.71,L,49.9,244,243,243,420,420,422,824,771,733,49.9,242,243,243,422,422,423,0,0,0,0.002,56.2,27.3,59.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1496,100.8,84,49,3.92,1.06,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991917,,,,,,,
-592,C04 - SGC 1615,Time stamp,44409,15:41:00.1,0,1494,407,1751,402,0.71,L,49.9,243,243,243,421,420,421,788,779,753,49.9,243,242,242,421,422,422,0,0,0,-0.008,54.3,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1495,99.4,88,52,4.08,1.02,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-593,C01 - SGB 1603,Time stamp,44409,15:41:00.1,0,1497,308,1704,336,0.67,L,49.9,239,239,239,413,412,414,659,606,652,49.9,238,238,239,415,415,416,0,0,0,0.084,50.3,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1497,76.6,90,54,4.08,0.86,57,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-594,C06 - SGB 1601,Time stamp,44409,15:41:00.0,0,1496,366,1748,363,0.71,L,49.9,246,246,246,426,426,428,694,680,703,49.9,246,245,246,429,427,428,0,0,0,0.08,59.7,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1495,101.7,89,59,3.24,1.22,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-595,C06 - SGB 1601,Time stamp,44409,15:40:00.3,0,1501,373,1701,374,0.71,L,50,247,246,247,427,426,429,734,724,741,50,247,246,246,430,428,429,0,0,0,0.02,59.8,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1503,102.2,89,59,3.2,1.28,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-596,C04 - SGC 1615,Time stamp,44409,15:40:00.3,0,1499,391,1724,409,0.69,L,50,244,243,243,422,420,422,796,776,763,50,243,242,242,422,423,423,0,0,0,0.018,54.3,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,96.5,88,52,4.16,1.06,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-597,C05 - SGP 1309,Time stamp,44409,15:40:00.2,0,1500,240,,253,0.69,L,50,246,246,244,425,424,425,489,492,478,50,247,246,246,428,429,428,0,0,0,0.064,70.2,27.9,65.4,26.7,#####,#####,#####,00000000 0011,10010010 0001,AUT,1500,56.3,87,55,4.48,0.66,45,51,#####,#####,27.5,#####,#####,11110000,0,0,,51,275,,#####,#####,#####,0,0,,
-598,C03 - SGC 1618,Time stamp,44409,15:40:00.1,0,1501,392,1702,407,0.69,L,50.1,244,243,244,421,422,423,816,775,736,50.1,243,243,243,423,423,425,0,0,0,-0.004,56.2,27.3,59.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1502,99.1,85,49,4.04,1.12,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991911,,,,,,,
-599,C01 - SGB 1603,Time stamp,44409,15:40:00.0,0,1499,323,1715,348,0.68,L,50.1,240,240,240,415,415,415,675,626,666,50.1,238,239,240,416,417,416,0,0,0,0.052,50.3,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,82.8,90,54,4.08,0.96,62,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-600,C04 - SGC 1615,Time stamp,44409,15:39:00.3,0,1494,399,1772,405,0.7,L,49.9,244,243,244,422,420,422,778,764,744,49.9,243,243,243,423,423,423,0,0,0,0.02,54.3,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,98.5,88,52,4.2,1.06,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-601,C01 - SGB 1603,Time stamp,44409,15:39:00.3,0,1500,330,1741,347,0.69,L,50,240,240,239,415,414,416,692,633,677,50,239,240,240,417,417,416,0,0,0,0.058,50.4,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,83.2,90,54,3.96,0.96,62,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-602,C06 - SGB 1601,Time stamp,44409,15:39:00.2,0,1499,368,1766,363,0.71,L,49.9,247,246,246,427,426,428,711,694,712,49.9,246,246,246,430,428,429,0,0,0,0.042,59.9,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,101.5,89,59,3.2,1.22,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-603,C03 - SGC 1618,Time stamp,44409,15:39:00.1,0,1500,398,1739,404,0.7,L,50,244,243,243,422,421,423,822,781,743,50,244,244,243,424,423,425,0,0,0,0.002,56.3,27.3,59.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1500,98.6,85,50,3.88,1.08,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991904,,,,,,,
-604,C05 - SGP 1309,Time stamp,44409,15:39:00.0,0,1500,249,,252,0.7,L,50,246,247,245,426,425,426,478,486,472,50,247,246,246,429,429,429,0,0,0,0.068,69.3,28,65.4,26.8,#####,#####,#####,00000000 0011,10010010 0001,AUT,1499,60.5,87,55,4.44,0.68,47,51,#####,#####,27.5,#####,#####,11110000,0,0,,51,275,,#####,#####,#####,0,0,,
-605,C05 - SGP 1309,Time stamp,44409,15:38:00.4,0,1498,240,,249,0.69,L,49.9,246,246,244,425,424,425,469,476,465,49.9,247,246,245,428,428,428,0,0,0,0.09,69.6,27.9,65.4,26.7,#####,#####,#####,00000000 0011,10010010 0001,AUT,1496,58.2,87,54,4.36,0.62,46,51,#####,#####,27.4,#####,#####,11110000,0,0,,51,274,,#####,#####,#####,0,0,,
-606,C06 - SGB 1601,Time stamp,44409,15:38:00.2,0,1497,365,1704,357,0.72,L,49.9,246,246,246,426,426,427,683,668,689,49.9,246,245,246,429,428,428,0,0,0,-0.032,59.8,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1495,100.7,90,58,3.2,1.2,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-607,C04 - SGC 1615,Time stamp,44409,15:38:00.2,0,1497,389,1683,399,0.7,L,49.9,243,243,244,421,421,422,785,779,750,49.9,243,242,243,422,423,423,0,0,0,0.022,54.2,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1498,98.1,88,52,4.2,1.02,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-608,C01 - SGB 1603,Time stamp,44409,15:38:00.2,0,1500,303,1651,341,0.66,L,50,240,240,239,414,414,416,665,610,656,50,239,239,240,416,416,417,0,0,0,0.088,50.4,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,78.1,90,54,4.12,0.84,58,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-609,C03 - SGC 1618,Time stamp,44409,15:38:00.0,0,1497,388,1676,400,0.7,L,49.9,244,243,243,421,421,422,803,755,722,49.9,243,243,243,423,422,424,0,0,0,0.006,56.1,27.3,59.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1498,95.8,85,50,3.88,1.02,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991898,,,,,,,
-610,C03 - SGC 1618,Time stamp,44409,15:37:00.3,0,1499,403,1761,395,0.71,L,50,244,243,243,422,421,423,816,773,731,50,243,243,243,423,422,424,0,0,0,0.018,56.1,27.3,59.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1499,98.4,85,50,3.96,1.08,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991891,,,,,,,
-611,C05 - SGP 1309,Time stamp,44409,15:37:00.2,0,1502,255,,241,0.73,L,50,246,247,244,426,424,425,481,489,473,50,247,246,246,429,429,428,0,0,0,0.034,69.4,28.1,65.4,27,#####,#####,#####,00000000 0011,10010010 0001,AUT,1500,60.5,87,54,4.28,0.68,48,51,#####,#####,27.2,#####,#####,11110000,0,0,,51,272,,#####,#####,#####,0,0,,
-612,C04 - SGC 1615,Time stamp,44409,15:37:00.2,0,1501,390,1742,402,0.7,L,50,244,243,244,422,421,422,798,794,773,50,244,242,243,423,423,424,0,0,0,0.038,54.3,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,97.1,88,52,4.16,1.08,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-613,C01 - SGB 1603,Time stamp,44409,15:37:00.2,0,1499,338,1755,349,0.69,L,50,240,239,239,415,414,416,699,644,692,50,239,239,239,417,416,416,0,0,0,0.052,50.5,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,85.7,90,54,4.08,0.94,65,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-614,C06 - SGB 1601,Time stamp,44409,15:37:00.1,0,1499,372,1743,366,0.71,L,50,247,246,246,428,426,429,719,707,720,50,247,246,246,430,428,429,0,0,0,0.104,59.9,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,102,89,58,3.2,1.24,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-615,C05 - SGP 1309,Time stamp,44409,15:36:00.2,0,1500,256,,255,0.71,L,50,245,247,244,425,425,425,506,514,498,50,247,246,246,428,429,428,0,0,0,0.012,69.6,28.1,65.4,26.9,#####,#####,#####,00000000 0011,10010010 0001,AUT,1501,62.6,87,55,4.56,0.7,46,51,#####,#####,27.7,#####,#####,11110000,0,0,,51,277,,#####,#####,#####,0,0,,
-616,C03 - SGC 1618,Time stamp,44409,15:36:00.2,0,1496,388,1726,402,0.69,L,50,244,242,243,421,420,422,811,773,739,50,243,243,243,422,421,424,0,0,0,0.018,56.1,27.3,59.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1501,96,85,50,3.92,1.06,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991885,,,,,,,
-617,C06 - SGB 1601,Time stamp,44409,15:36:00.1,0,1496,363,1762,378,0.69,L,50,246,246,246,426,426,428,694,691,704,50,246,245,246,428,427,428,0,0,0,0.134,59.7,28.2,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1496,100.4,90,59,3.24,1.2,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-618,C04 - SGC 1615,Time stamp,44409,15:36:00.1,0,1502,395,1719,404,0.7,L,49.9,243,242,243,421,419,421,826,816,795,49.9,243,242,242,422,422,422,0,0,0,0.016,54.4,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,96,88,52,4.2,1.04,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-619,C01 - SGB 1603,Time stamp,44409,15:36:00.1,0,1500,331,1712,360,0.68,L,50.1,240,240,239,415,415,415,709,651,700,50.1,239,240,240,416,417,417,0,0,0,0.028,50.3,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1502,83.2,90,55,4.12,0.96,63,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-620,C05 - SGP 1309,Time stamp,44409,15:35:00.2,0,1499,263,,264,0.71,L,50,246,247,245,426,425,426,491,502,487,50,247,246,246,428,429,428,0,0,0,0.066,69.9,28.2,65.4,26.9,#####,#####,#####,00000000 0011,10010010 0001,AUT,1500,65.2,87,54,4.56,0.72,50,51,#####,#####,27.7,#####,#####,11110000,0,0,,51,277,,#####,#####,#####,0,0,,
-621,C06 - SGB 1601,Time stamp,44409,15:35:00.1,0,1497,390,1862,379,0.72,L,50,247,246,247,428,427,428,722,719,734,50,246,246,246,429,429,429,0,0,0,0.016,59.7,28.3,65.4,28.3,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,104.8,89,59,3.2,1.38,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-622,C03 - SGC 1618,Time stamp,44409,15:35:00.1,0,1500,418,1835,426,0.7,L,50,244,244,244,423,423,423,880,823,790,50,243,244,243,424,423,425,0,0,0,0.026,56.5,27.3,59.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1501,100.7,85,50,3.96,1.16,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991878,,,,,,,
-623,C01 - SGB 1603,Time stamp,44409,15:35:00.1,0,1501,353,1879,376,0.68,L,50,239,240,239,415,414,415,733,674,723,50,238,239,240,415,416,416,0,0,0,0.068,50.3,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,91.9,90,55,4.16,1.02,66,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-624,C04 - SGC 1615,Time stamp,44409,15:35:00.0,0,1501,427,1847,426,0.71,L,50,244,243,244,423,421,423,862,845,825,50,244,243,243,424,423,424,0,0,0,0.028,54.6,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,102.9,88,52,4.2,1.14,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-625,C04 - SGC 1615,Time stamp,44409,15:34:00.3,0,1500,400,1783,426,0.68,L,49.9,244,243,244,422,421,423,829,819,800,49.9,243,243,243,422,423,423,0,0,0,0.046,54.5,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,101.4,88,52,4.16,1.1,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-626,C03 - SGC 1618,Time stamp,44409,15:34:00.1,0,1498,413,1778,418,0.7,L,50,244,243,244,421,421,423,852,798,766,50,244,243,243,424,422,425,0,0,0,0.01,56.5,27.3,59.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1497,101.1,85,50,3.92,1.1,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991871,,,,,,,
-627,C01 - SGB 1603,Time stamp,44409,15:34:00.1,0,1499,335,1768,362,0.68,L,50,240,239,239,414,413,415,714,657,707,50,238,239,239,416,416,415,0,0,0,0.062,50.3,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,84.5,90,55,3.92,1,63,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-628,C06 - SGB 1601,Time stamp,44409,15:34:00.0,0,1497,382,1763,374,0.72,L,50,247,246,246,427,426,427,730,719,743,50,246,246,246,429,428,428,0,0,0,-0.024,59.8,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,103.3,90,59,3.2,1.32,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-629,C05 - SGP 1309,Time stamp,44409,15:34:00.0,0,1499,254,,270,0.68,L,50,246,247,244,425,424,426,517,522,506,50,247,246,246,428,428,429,0,0,0,0.07,69.6,28,65.4,27,#####,#####,#####,00000000 0011,10010010 0001,AUT,1499,60.1,88,55,4.32,0.68,47,51,#####,#####,27.6,#####,#####,11110000,0,0,,51,276,,#####,#####,#####,0,0,,
-630,C05 - SGP 1309,Time stamp,44409,15:33:00.4,0,1500,249,,255,0.7,L,50,246,247,244,426,425,425,481,489,472,50,247,246,246,429,429,428,0,0,0,0.046,69.9,28.2,65.4,27,#####,#####,#####,00000000 0011,10010010 0001,AUT,1501,59.4,88,55,4.48,0.68,48,51,#####,#####,27.6,#####,#####,11110000,0,0,,51,276,,#####,#####,#####,0,0,,
-631,C01 - SGB 1603,Time stamp,44409,15:33:00.4,0,1497,340,1768,348,0.7,L,49.9,239,239,239,414,413,414,704,651,693,49.9,238,239,239,415,416,414,0,0,0,0.04,50.6,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,87.2,90,55,3.84,1,64,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-632,C06 - SGB 1601,Time stamp,44409,15:33:00.3,0,1504,365,1722,375,0.7,L,50,247,247,246,428,427,428,722,713,729,50,246,246,247,430,428,429,0,0,0,0.066,59.6,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1504,101.2,90,59,3.2,1.2,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-633,C04 - SGC 1615,Time stamp,44409,15:33:00.3,0,1502,387,1725,408,0.69,L,50.1,243,243,244,422,421,422,800,791,763,50.1,244,243,243,423,423,424,0,0,0,0.024,54.2,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1503,100.4,88,52,4.16,1.08,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-634,C03 - SGC 1618,Time stamp,44409,15:33:00.0,0,1500,410,1769,405,0.71,L,50,244,243,244,421,421,423,831,789,747,50,243,243,243,423,422,424,0,0,0,0.01,56.2,27.3,59.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1499,100.4,85,49,3.92,1.1,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991865,,,,,,,
-635,C05 - SGP 1309,Time stamp,44409,15:32:00.4,0,1499,250,,258,0.7,L,50,245,247,244,425,424,424,491,502,487,50,246,246,245,427,428,427,0,0,0,0.07,69.5,28.1,65.4,27,#####,#####,#####,00000000 0011,10010010 0001,AUT,1499,59.8,87,55,4.48,0.66,46,51,#####,#####,27.5,#####,#####,11110000,0,0,,51,275,,#####,#####,#####,0,0,,
-636,C03 - SGC 1618,Time stamp,44409,15:32:00.4,0,1498,394,1739,426,0.68,L,50,244,243,243,422,421,423,842,800,761,50,243,243,242,423,422,424,0,0,0,-0.004,56.3,27.3,59.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1500,98,84,49,4,1.08,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991858,,,,,,,
-637,C06 - SGB 1601,Time stamp,44409,15:32:00.3,0,1498,381,1751,380,0.71,L,50,246,246,245,426,425,426,722,714,724,50,246,245,246,429,428,428,0,0,0,0.01,59.8,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,102.9,90,59,3.2,1.32,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-638,C01 - SGB 1603,Time stamp,44409,15:32:00.3,0,1502,330,1737,363,0.67,L,50.1,239,240,239,414,414,414,710,658,702,50.1,239,239,239,416,416,415,0,0,0,0.048,50.2,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1502,83.4,90,55,3.84,0.98,61,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
