,Controller,Reason,Date,Time,Corr,RPM,Pwr,TotRun,Q,PF,LChr,Gfrq,Vg1,Vg2,Vg3,Vg12,Vg23,Vg31,Ig1,Ig2,Ig3,Bfrq,Vb1,Vb2,Vb3,Vb12,Vb23,Vb31,FC,FMI,OC,SRO,VRO,UBat,CPUT,D+,OilP,Wtmp,Flev,BIN,BOUT,Mode,Erpm,Eflr,Eclt,Eint,Eoil,Einp,Eld,EA8,EA9,EA10,EA11,EA12,EA13,EBI1,EBI2,EBO1,GL16,TotRun,DEFl,Soot,Reg16,CAN16,kWhour
-57,C03 - SGC 1618,Time stamp,8/13/2022,9:25:00.1,0,1500,0,73,0,0, ,50,240,239,240,415,415,416,0,0,0,50,240,240,239,417,417,418,0,0,0,0,48.9,27.3,44.9,0,#####,#####,#####,00000000 0000,10010001 0111,MAN,1498,20.1,68,39,5.4,0.06,#####,,,,,,,10111100,,11100,11010110 00000000,,#####,#####,,,3968167
-58,C04 - SGC 1615,Loaded,8/13/2022,9:24:43.7,0,1499,18,64,26,0.56,L,50,240,239,240,415,415,416,63,56,45,50,239,239,239,415,416,417,0,0,0,-0.002,46.8,27.3,50.7,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,21.7,75,41,4.72,0.06,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,
-59,C04 - SGC 1615,Soft load,8/13/2022,9:24:43.6,0,1498,16,67,25,0.55,L,50,239,239,240,415,414,415,64,59,50,50,239,239,239,416,416,417,0,0,0,0.008,46.7,27.4,50.7,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,21.5,75,41,4.72,0.06,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
-60,C05 - SGC1616,GCB opened,8/13/2022,9:24:43.6,0,1502,4,68,7,0.53,L,50.1,240,241,240,417,416,417,0,0,0,50,239,239,239,417,416,417,0,0,0,0.026,49,27,51.7,0,#####,#####,#####,10000000 0000,10000101 0111,AUT,1503,21.9,76,43,4.8,0.08,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147977
-61,C05 - SGC1616,Cooling,8/13/2022,9:24:43.6,0,1502,4,68,7,0.53,L,50.1,240,241,240,417,416,417,0,0,0,50,239,239,239,417,416,417,0,0,0,0.026,49,27,51.7,0,#####,#####,#####,10000000 0000,10000101 0111,AUT,1504,21.9,76,43,4.8,0.08,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147977
-62,C05 - SGC1616,Soft unload,8/13/2022,9:24:43.4,0,1501,13,68,21,0.54,L,50,240,240,239,414,414,416,51,26,38,50,240,240,240,417,417,417,0,0,0,-0.004,49,27,51.7,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1499,21.7,76,43,4.72,0.08,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147977
-63,C04 - SGC 1615,Soft unload,8/13/2022,9:24:43.3,0,1500,12,71,20,0.51,L,50,240,240,240,416,415,416,48,41,33,50,240,239,240,416,417,417,0,0,0,0.028,46.8,27.3,50.7,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,21.7,75,41,4.68,0.06,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
-64,C06 - SGB 1601,Time stamp,8/13/2022,9:24:00.2,0,1500,10,71,22,0.44,L,50,240,240,240,415,416,416,48,39,48,50,240,239,240,418,417,418,0,0,0,0,52.3,28.3,55.6,28.2,,,,10010000 0100,01001100 0011,AUT,1499,7.3,85,48,3.84,0.04,,#####,#####,,,6.8,1.04,,,,11011110 00000000,,,,11111110 00000000,,
-65,C04 - SGC 1615,Time stamp,8/13/2022,9:24:00.1,0,1500,15,69,21,0.59,L,50,240,240,240,416,415,416,51,41,35,50,240,239,240,416,418,417,0,0,0,0.01,46.8,27.3,50.7,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,21.6,75,41,4.72,0.06,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
-66,C07 - SGJ1500,Time stamp,8/13/2022,9:24:00.1,0,1500,11,69,19,0.51,L,50,240,240,240,415,416,417,35,38,29,50,240,240,241,417,418,419,0,0,0,0.064,52.6,27.6,59.5,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1499,16.2,86,51,4.32,0.08,10,44,#####,#####,27.6,,,11110000,,0,,,,,,,
-67,C05 - SGC1616,Time stamp,8/13/2022,9:24:00.1,0,1500,13,70,24,0.49,L,50,239,240,239,415,414,416,64,30,48,50,240,240,240,417,417,417,0,0,0,0.006,49,27,51.7,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1500,21.7,77,43,4.8,0.08,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147977
-68,C02 - SGF 1560,Time stamp,8/13/2022,9:24:00.1,0,1499,11,,16,0.58,L,50,240,240,240,415,416,416,35,32,30,50,240,240,239,417,417,417,0,0,0,0.062,53.8,27.8,56.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1499,16,71,44,4.8,0.06,10,#####,#####,#####,#####,#####,#####,101110,,0,11011110 00000000,118,#####,32768,11111110 00000000,11111110 00000000,
-69,C01 - SGB 1603,Time stamp,8/13/2022,9:24:00.1,0,1499,10,69,17,0.52,L,50,241,240,240,415,415,417,35,29,33,50,240,240,240,417,417,417,0,0,0,0.058,52.5,28,58.6,28.1,#####,#####,#####,10010001 0100,01001100 0011,MAN,1499,16.2,86,45,4.4,0.02,10,#####,#####,#####,#####,#####,#####,1111,11000000,0,11011110 00000000,,,,,,
-70,C03 - SGC 1618,Time stamp,8/13/2022,9:24:00.0,0,1499,0,69,0,0, ,50,240,239,240,415,415,416,0,0,0,50,240,240,239,417,416,418,0,0,0,0,48.9,27.3,44.9,0,#####,#####,#####,00000000 0000,10010001 0111,MAN,1499,21.4,65,39,5.44,0.06,#####,,,,,,,10111100,,11100,11011110 00000000,,#####,#####,,,3968167
-71,C01 - SGB 1603,Time stamp,8/13/2022,9:23:00.3,0,1499,27,173,18,0.83,L,50,240,240,240,415,416,416,49,42,50,50,240,240,240,417,417,418,0,0,0,-0.004,52.6,28,58.6,28.1,#####,#####,#####,10010001 0100,01001100 0011,MAN,1499,16.2,87,45,4.36,0.02,12,#####,#####,#####,#####,#####,#####,1111,11000000,0,11011110 00000000,,,,,,
-72,C06 - SGB 1601,Time stamp,8/13/2022,9:23:00.2,0,1499,30,175,19,0.85,L,50,240,240,240,415,415,417,68,56,63,50,240,239,240,418,417,418,0,0,0,0.07,52.3,28.3,55.6,28.2,,,,10010000 0100,01001100 0011,AUT,1499,9.8,85,48,3.84,0.06,,#####,#####,,,6.92,1.06,,,,11011110 00000000,,,,11111110 00000000,,
-73,C04 - SGC 1615,Time stamp,8/13/2022,9:23:00.1,0,1499,36,170,22,0.85,L,50,240,240,240,416,415,416,79,69,61,50,240,239,240,417,417,417,0,0,0,-0.002,46.8,27.3,50.7,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,22.4,76,41,4.72,0.1,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
-74,C07 - SGJ1500,Time stamp,8/13/2022,9:23:00.1,0,1500,26,172,21,0.78,L,50,240,240,240,416,416,417,42,50,37,50,240,240,240,417,418,418,0,0,0,0.064,52.7,27.6,59.5,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1499,16,86,51,4.32,0.1,11,44,#####,#####,27.7,,,11110000,,0,,,,,,,
-75,C05 - SGC1616,Time stamp,8/13/2022,9:23:00.1,0,1500,32,172,24,0.8,L,50,240,240,239,415,415,416,83,36,64,50,240,240,240,417,417,417,0,0,0,-0.008,49,27,51.7,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1501,23.9,77,43,4.8,0.12,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147977
-76,C03 - SGC 1618,Time stamp,8/13/2022,9:23:00.1,0,1499,0,172,0,0, ,50,240,239,239,415,415,415,0,0,0,50,239,240,239,417,417,417,0,0,0,0,48.9,27.3,44.4,0,#####,#####,#####,00000000 0000,10010001 0111,MAN,1499,22.4,62,39,5.52,0.08,#####,,,,,,,10111100,,11100,11011110 00000000,,#####,#####,,,3968167
-77,C02 - SGF 1560,Time stamp,8/13/2022,9:23:00.0,0,1500,25,,16,0.85,L,50,240,240,240,415,415,416,50,39,41,50,240,240,239,417,416,417,0,0,0,0.066,54,27.8,56.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1499,16.2,71,44,4.8,0.1,11,#####,#####,#####,#####,#####,#####,101110,,0,11011110 00000000,120,#####,32768,11111110 00000000,11111110 00000000,
-78,C07 - SGJ1500,Time stamp,8/13/2022,9:22:00.3,0,1500,36,240,16,0.91,L,50,240,240,240,416,416,417,46,59,42,50,240,240,240,417,418,418,0,0,0,0.052,52.3,27.6,59.5,0.1,#####,#####,#####,01100001 0000,01010001 0010,AUT,1499,16,87,51,4.32,0.12,12,44,#####,#####,27.7,,,11110000,,0,,,,,,,
-79,C03 - SGC 1618,Time stamp,8/13/2022,9:22:00.3,0,1499,0,239,0,0, ,50,240,240,240,415,415,416,0,0,0,50,239,239,239,416,416,417,0,0,0,0,48.8,27.3,44.4,0,#####,#####,#####,00000000 0000,10010001 0111,MAN,1500,21.1,59,39,5.68,0.06,#####,,,,,,,10111100,,11100,11011110 00000000,,#####,#####,,,3968167
-80,C02 - SGF 1560,Time stamp,8/13/2022,9:22:00.3,0,1499,36,,16,0.91,L,50,240,240,240,415,415,416,66,66,64,50,240,240,238,417,417,416,0,0,0,0.068,54.7,27.9,56.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1501,16.2,70,43,4.84,0.1,13,#####,#####,#####,#####,#####,#####,101110,,0,11011110 00000000,111,#####,32768,11111110 00000000,11111110 00000000,
-81,C01 - SGB 1603,Time stamp,8/13/2022,9:22:00.3,0,1500,35,238,16,0.9,L,50,240,240,239,415,415,416,56,50,55,50,240,240,240,417,417,417,0,0,0,0.01,52.5,28,58.1,28.1,#####,#####,#####,10010001 0100,01001100 0011,MAN,1499,16,87,45,4.36,0.04,12,#####,#####,#####,#####,#####,#####,1111,11000000,0,11011110 00000000,,,,,,
-82,C04 - SGC 1615,Time stamp,8/13/2022,9:22:00.1,0,1499,45,241,22,0.89,L,50,240,240,240,416,416,416,86,79,73,50,240,239,239,416,417,417,0,0,0,-0.002,46.6,27.3,50.7,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,23.7,76,41,4.76,0.1,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
-83,C06 - SGB 1601,Time stamp,8/13/2022,9:22:00.1,0,1500,41,239,21,0.89,L,50,240,239,239,414,415,416,82,70,74,50,240,239,240,418,417,418,0,0,0,0.072,52.2,28.2,55.6,28.2,,,,10010000 0100,01001100 0011,AUT,1500,13.4,86,48,3.8,0.08,,#####,#####,,,6.8,1.08,,,,11011110 00000000,,,,11111110 00000000,,
-84,C05 - SGC1616,Time stamp,8/13/2022,9:22:00.1,0,1501,46,238,19,0.92,L,50,239,240,239,414,414,416,81,38,64,50,240,240,239,418,417,417,0,0,0,0.002,49.2,27,51.7,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1499,26.5,77,43,4.88,0.12,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147976
-85,C05 - SGC1616,Time stamp,8/13/2022,9:21:00.3,0,1499,53,287,22,0.92,L,50,239,240,239,414,414,416,107,50,87,50,240,240,239,417,417,417,0,0,0,-0.002,49.2,26.9,51.7,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1500,26.9,77,43,4.96,0.14,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147975
-86,C03 - SGC 1618,Time stamp,8/13/2022,9:21:00.3,0,1500,0,285,0,0, ,50,241,240,240,415,416,417,0,0,0,50,239,240,239,416,416,417,0,0,0,0,48.8,27.3,43.9,0,#####,#####,#####,00000000 0000,10010001 0111,MAN,1500,21.8,56,38,5.72,0.06,#####,,,,,,,10111100,,11100,11011110 00000000,,#####,#####,,,3968167
-87,C07 - SGJ1500,Time stamp,8/13/2022,9:21:00.2,0,1501,46,286,17,0.94,L,50,240,240,240,416,416,417,60,75,62,50,240,240,240,417,418,418,0,0,0,0.046,52.3,27.6,59.5,0.1,#####,#####,#####,01100001 0000,01010001 0010,AUT,1500,16.2,87,51,4.32,0.12,13,45,#####,#####,27.7,,,11110000,,0,,,,,,,
-88,C02 - SGF 1560,Time stamp,8/13/2022,9:21:00.2,0,1501,42,,18,0.91,L,50,240,240,240,416,415,416,64,59,58,50,240,239,239,417,416,417,0,0,0,0.068,54.7,27.8,56.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1499,16.2,69,43,4.84,0.12,14,#####,#####,#####,#####,#####,#####,101110,,0,11011110 00000000,111,#####,32768,11111110 00000000,11111110 00000000,
-89,C06 - SGB 1601,Time stamp,8/13/2022,9:21:00.1,0,1500,50,286,18,0.94,L,50,240,239,240,414,415,416,87,70,75,50,240,240,240,418,418,418,0,0,0,0.052,52.2,28.3,55.1,28.2,,,,10010000 0100,01001100 0011,AUT,1500,17.8,86,48,3.84,0.1,,#####,#####,,,6.84,1.08,,,,11011110 00000000,,,,11111110 00000000,,
-90,C01 - SGB 1603,Time stamp,8/13/2022,9:21:00.1,0,1499,42,288,15,0.94,L,50,240,240,239,415,415,416,71,66,73,50,240,240,240,417,417,418,0,0,0,0.06,52.6,28,58.1,28.1,#####,#####,#####,10010001 0100,01001100 0011,MAN,1500,16,86,45,4.4,0.06,13,#####,#####,#####,#####,#####,#####,1111,11000000,0,11011110 00000000,,,,,,
-91,C04 - SGC 1615,Time stamp,8/13/2022,9:21:00.0,0,1499,54,282,20,0.94,L,50,240,240,240,416,415,416,88,81,73,50,240,239,239,416,417,417,0,0,0,-0.006,46.7,27.3,50.2,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,25.6,75,41,4.88,0.12,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
-92,C04 - SGC 1615,Time stamp,8/13/2022,9:20:00.3,0,1499,55,296,21,0.93,L,50,240,240,240,417,415,416,91,79,76,50,240,239,239,416,417,417,0,0,0,0.02,46.7,27.3,50.2,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,25.4,76,41,5,0.12,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
-93,C06 - SGB 1601,Time stamp,8/13/2022,9:20:00.3,0,1500,52,295,20,0.93,L,50,240,239,239,414,415,416,98,79,87,50,241,240,240,419,417,418,0,0,0,0.046,52.3,28.2,55.1,28.2,,,,10010000 0100,01001100 0011,AUT,1499,17.6,86,48,3.84,0.1,,#####,#####,,,6.92,1.08,,,,11011110 00000000,,,,11111110 00000000,,
-94,C05 - SGC1616,Time stamp,8/13/2022,9:20:00.3,0,1499,57,294,19,0.94,L,50,240,240,239,415,414,417,119,53,100,50,240,240,239,417,416,417,0,0,0,-0.002,49.2,26.9,51.2,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1499,31.4,78,43,5.04,0.14,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147974
-95,C03 - SGC 1618,Time stamp,8/13/2022,9:20:00.2,0,1499,0,296,0,0, ,50,241,240,240,415,415,416,0,0,0,50,240,239,239,417,416,418,0,0,0,0,48.9,27.3,43.9,0,#####,#####,#####,00000000 0000,10010001 0111,MAN,1500,22.7,52,38,5.88,0.06,#####,,,,,,,10111100,,11100,11011110 00000000,,#####,#####,,,3968167
-96,C07 - SGJ1500,Time stamp,8/13/2022,9:20:00.1,0,1500,45,295,18,0.93,L,50,241,240,240,416,416,417,64,74,58,50,240,240,240,417,418,419,0,0,0,0.068,52.4,27.6,59,0.1,#####,#####,#####,01100001 0000,01010001 0010,AUT,1499,16,87,51,4.32,0.12,12,45,#####,#####,27.2,,,11110000,,0,,,,,,,
-97,C02 - SGF 1560,Time stamp,8/13/2022,9:20:00.1,0,1499,45,,16,0.94,L,50,240,240,240,415,415,416,66,58,58,50,240,240,239,417,417,417,0,0,0,0.054,54.8,27.8,55.6,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1498,16.6,68,43,4.88,0.14,13,#####,#####,#####,#####,#####,#####,101110,,0,11011110 00000000,110,#####,32768,11111110 00000000,11111110 00000000,
-98,C01 - SGB 1603,Time stamp,8/13/2022,9:20:00.1,0,1501,43,297,17,0.93,L,50,240,240,240,415,416,416,77,70,76,50,239,240,240,417,417,417,0,0,0,0.074,52.7,28,58.1,28.1,#####,#####,#####,10010001 0100,01001100 0011,MAN,1501,16.2,85,45,4.4,0.04,13,#####,#####,#####,#####,#####,#####,1111,11000000,0,11011110 00000000,,,,,,
-99,C04 - SGC 1615,Time stamp,8/13/2022,9:19:00.2,0,1500,53,271,20,0.93,L,50,240,240,240,416,415,416,94,83,78,50,240,239,240,416,417,417,0,0,0,0.018,46.8,27.3,49.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,24.2,74,41,5.04,0.1,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
-100,C06 - SGB 1601,Time stamp,8/13/2022,9:19:00.2,0,1500,49,272,12,0.97,L,50,240,240,240,415,416,416,82,68,74,50,240,240,240,418,418,418,0,0,0,0.048,52.4,28.3,55.1,28.2,,,,10010000 0100,01001100 0011,AUT,1500,17.6,86,49,3.92,0.1,,#####,#####,,,6.8,1.08,,,,11011110 00000000,,,,11111110 00000000,,
-101,C05 - SGC1616,Time stamp,8/13/2022,9:19:00.2,0,1499,50,271,12,0.97,L,50,239,240,239,415,415,416,94,41,78,50,240,240,240,417,417,417,0,0,0,0.026,49.3,26.8,51.2,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1500,26.9,76,43,5.08,0.14,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147973
-102,C07 - SGJ1500,Time stamp,8/13/2022,9:19:00.1,0,1499,42,270,12,0.96,L,50,240,240,240,415,416,417,67,77,65,50,240,240,241,418,418,418,0,0,0,0.06,52.5,27.6,59,0.2,#####,#####,#####,01100001 0000,01010001 0010,AUT,1501,16.2,87,50,4.32,0.1,12,45,#####,#####,27.4,,,11110000,,0,,,,,,,
-103,C03 - SGC 1618,Time stamp,8/13/2022,9:19:00.1,0,1500,0,272,0,0, ,50,241,240,240,415,416,417,0,0,0,50,240,240,239,417,416,418,0,0,0,0,49.2,27.2,43.4,0,#####,#####,#####,00000000 0000,10010001 0111,MAN,1500,24,48,38,6,0.04,#####,,,,,,,10111100,,11100,11011110 00000000,,#####,#####,,,3968167
-104,C02 - SGF 1560,Time stamp,8/13/2022,9:19:00.0,0,1500,38,,22,0.87,L,50,240,240,240,415,416,417,68,64,63,50,239,239,239,417,417,417,0,0,0,0.07,55.1,27.8,55.6,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1500,16,66,43,4.92,0.1,13,#####,#####,#####,#####,#####,#####,101110,,0,11011110 00000000,92,#####,32768,11111110 00000000,11111110 00000000,
-105,C01 - SGB 1603,Time stamp,8/13/2022,9:19:00.0,0,1499,39,273,16,0.93,L,50,240,240,240,415,416,417,65,61,65,50,240,240,240,417,417,417,0,0,0,0.06,52.6,28,58.1,28.1,#####,#####,#####,10010001 0100,01001100 0011,MAN,1499,16.2,85,44,4.4,0.04,12,#####,#####,#####,#####,#####,#####,1111,11000000,0,11011110 00000000,,,,,,
-106,C01 - SGB 1603,SetpointChange,8/13/2022,9:18:26.4,0,T=MB2 CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-107,C01 - SGB 1603,SetpointChange,8/13/2022,9:18:26.2,0,T=MB2 CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-108,C01 - SGB 1603,Time stamp,8/13/2022,9:18:00.3,0,1499,37,240,12,0.95,L,50,241,241,240,416,415,416,60,54,56,50,240,240,240,417,418,418,0,0,0,0.068,52.7,28,58.1,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,16,85,44,4.36,0.04,12,#####,#####,#####,#####,#####,#####,1111,11000000,0,11011110 00000000,,,,,,
-109,C04 - SGC 1615,Time stamp,8/13/2022,9:18:00.1,0,1499,49,238,19,0.93,L,50,240,240,240,416,415,416,81,69,66,50,240,240,240,417,418,417,0,0,0,0.006,46.9,27.3,49.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,23.5,70,41,5.12,0.1,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
-110,C06 - SGB 1601,Time stamp,8/13/2022,9:18:00.1,0,1500,43,239,16,0.93,L,50,240,240,240,416,416,417,88,70,78,50,240,239,240,418,418,418,0,0,0,0.148,52.6,28.2,54.6,28.2,,,,10010000 0100,01001100 0011,AUT,1500,13,84,49,4,0.08,,#####,#####,,,6.8,1.06,,,,11011110 00000000,,,,11111110 00000000,,
-111,C05 - SGC1616,Time stamp,8/13/2022,9:18:00.1,0,1500,36,240,22,0.85,L,50,240,240,239,415,414,416,84,36,64,50,240,240,240,418,417,417,0,0,0,0.052,49.1,26.8,50.7,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1501,25.4,73,44,5.28,0.12,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147972
-112,C07 - SGJ1500,Time stamp,8/13/2022,9:18:00.0,0,1500,40,239,16,0.93,L,50,240,240,240,415,416,417,56,64,51,50,240,240,241,418,418,419,0,0,0,0.058,52.8,27.4,59,0.2,#####,#####,#####,01100001 0000,01010001 0010,AUT,1500,16.2,85,50,4.36,0.12,11,46,#####,#####,27.3,,,11110000,,0,,,,,,,
-113,C03 - SGC 1618,Time stamp,8/13/2022,9:18:00.0,0,1499,0,239,0,0, ,50,241,240,240,416,416,417,0,0,0,50,239,240,239,416,417,418,0,0,0,0,49.8,27.2,42.4,0,#####,#####,#####,00000000 0000,10010001 0111,MAN,1500,24.8,44,38,6.16,0.04,#####,,,,,,,10111100,,11100,11011110 00000000,,#####,#####,,,3968167
-114,C02 - SGF 1560,Time stamp,8/13/2022,9:18:00.0,0,1500,35,,19,0.88,L,50,240,240,240,416,416,417,59,55,50,50,240,239,239,417,417,417,0,0,0,0.07,55.9,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1499,16.2,64,43,4.96,0.1,13,#####,#####,#####,#####,#####,#####,101110,,0,11011110 00000000,102,#####,32768,11111110 00000000,11111110 00000000,
-115,C01 - SGB 1603,Terminal,8/13/2022,9:17:34.9,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-116,C01 - SGB 1603,Loaded,8/13/2022,9:17:30.4,0,1501,38,234,-31,0.77,C,50.1,240,241,240,416,416,416,81,73,83,50.1,240,240,240,417,418,417,0,0,0,0.214,53.8,28,58.1,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1502,16.2,85,44,4.4,0.04,12,#####,#####,#####,#####,#####,#####,1111,11000000,0,11011110 00000000,,,,,,
-117,C01 - SGB 1603,GCB closed,8/13/2022,9:17:24.8,0,1496,-2,245,0,-0.96,L,50,241,240,240,415,416,417,24,21,25,50,240,241,239,418,417,417,0,0,0,0.042,50.1,28,58.1,28.1,#####,#####,#####,10010001 0100,01011100 0011,AUT,1500,15.7,85,44,4.4,0.02,9,#####,#####,#####,#####,#####,#####,1111,11000000,0,01011110 00000000,,,,,,
-118,C01 - SGB 1603,Soft load,8/13/2022,9:17:24.8,0,1496,-2,245,0,-0.96,L,50,241,240,240,415,416,417,24,21,25,50,240,241,239,418,417,417,0,0,0,0.042,50.1,28,58.1,28.1,#####,#####,#####,10010001 0100,01011100 0011,AUT,1499,15.7,85,44,4.4,0.02,9,#####,#####,#####,#####,#####,#####,1111,11000000,0,01011110 00000000,,,,,,
-119,C06 - SGB 1601,Loaded,8/13/2022,9:17:23.5,0,1501,50,240,13,0.97,L,50,240,240,240,415,416,417,90,70,80,50,240,239,240,418,417,418,0,0,0,0.402,52.7,28.2,54.6,28.2,,,,10010000 0100,01001100 0011,AUT,1500,15.9,83,49,4.08,0.08,,#####,#####,,,6.76,1.06,,,,01011110 00000000,,,,11111110 00000000,,
-120,C03 - SGC 1618,Running,8/13/2022,9:17:23.3,0,729,0,240,0,0, ,24.3,34,34,34,59,59,60,0,0,0,50,240,240,240,415,416,416,0,0,0,0,50,25.4,42.4,24.8,#####,#####,#####,00000000 0000,10000000 0001,MAN,729,9.8,42,40,4,0,#####,,,,,,,10111100,,10100,01011110 00000000,,#####,#####,,,3968167
-121,C01 - SGB 1603,Terminal,8/13/2022,9:17:22.2,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122,C01 - SGB 1603,Terminal,8/13/2022,9:17:21.9,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-123,C01 - SGB 1603,Terminal,8/13/2022,9:17:21.6,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-124,C01 - SGB 1603,SyncStarted,8/13/2022,9:17:21.4,0,1499,0,237,0,0, ,50,239,239,239,412,413,415,0,0,0,50.1,240,240,240,417,417,417,0,0,0,0,50.1,28,58.1,28.1,#####,#####,#####,00010001 0100,01001110 0011,AUT,1500,16,85,44,4.44,0.02,9,#####,#####,#####,#####,#####,#####,1111,11000000,0,01011110 00000000,,,,,,
-125,C01 - SGB 1603,Running,8/13/2022,9:17:21.3,0,1499,0,240,0,0, ,50,239,239,239,413,413,415,0,0,0,50.1,240,240,239,418,417,417,0,0,0,0,50,28,58.1,28.1,#####,#####,#####,00010001 0100,01001111 0001,AUT,1500,16,85,44,4.44,0.02,9,#####,#####,#####,#####,#####,#####,1111,11000000,0,01011110 00000000,,,,,,
-126,C01 - SGB 1603,Fault reset,8/13/2022,9:17:21.3,0,1498,0,238,0,0, ,50,240,239,239,413,413,416,0,0,0,50.1,240,240,240,417,418,417,0,0,0,0,50,28,58.1,28.1,#####,#####,#####,00010001 0100,01001111 0001,AUT,1499,16,85,44,4.44,0.02,9,#####,#####,#####,#####,#####,#####,1111,11000000,0,01011110 00000000,,,,,,
-127,C01 - SGB 1603,Terminal,8/13/2022,9:17:21.2,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-128,C03 - SGC 1618,Idle run,8/13/2022,9:17:18.3,0,366,0,240,0,0, ,0,0,0,0,0,0,0,0,0,0,50.1,240,240,240,415,416,416,0,0,0,0,50,21.9,42.4,21.3,#####,#####,#####,00000000 0000,11000000 0000,MAN,377,19.6,42,41,0,0,#####,,,,,,,10111100,,10100,01011110 00000000,,#####,#####,,,3968167
-129,C07 - SGJ1500,Loaded,8/13/2022,9:17:13.9,0,1504,52,231,-43,0.77,C,50.1,240,240,240,416,416,416,100,92,99,50.1,240,240,241,417,418,418,0,0,0,0.268,52.1,27.3,59,0.4,#####,#####,#####,01100001 0000,01010001 0010,AUT,1504,16.2,84,50,4.4,0.08,13,47,#####,#####,27,,,11110000,,0,,,,,,,
-130,C06 - SGB 1601,GCB closed,8/13/2022,9:17:13.7,0,1506,4,238,-2,0.89,C,50.1,240,240,240,415,416,417,107,90,97,50.1,240,240,240,418,418,418,0,0,0,0.144,51.9,28.2,54.6,28.2,,,,10010000 0100,01011100 0011,AUT,1509,6.1,83,49,4.12,0.02,,#####,#####,,,6.84,1,,,,01011010 00000000,,,,11111110 00000000,,
